id,categoria,nombre,marca,descripcion,unidad_medida,precio_unitario,tipo_suelo,resistencia_climática,facilidad_instalación,mantenimiento_requerido,compatible_calefacción_radiante,cumple_normativa_UE,precio_m2_estimado,recomendado_zonas_húmedas,moneda
197,Ladrillos,MasterBuild Ladrillos,MasterBuild,MasterBuild - Ladrillos refractario para construcción profesional,kg,237.17,Cerámica,Alta,Media,Alto,No,True,4743.4,Sí,EUR
198,Clavos,BuildPro Clavos,BuildPro,BuildPro - Clavos uso profesional para construcción profesional,unidad,757.91,Laminado,Alta,Compleja,Medio,No,True,757.91,No,EUR
199,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos uso profesional para construcción profesional,rollo,114.97,Cerámica,Media,Media,Medio,Sí,True,114.97,Sí,EUR
200,Madera,BuildPro Madera,BuildPro,BuildPro - Madera durable para construcción profesional,litro,499.57,Piedra Natural,Media,Fácil,Medio,Sí,True,499.57,No,EUR
201,Arena,HomeBuilder Arena,HomeBuilder,HomeBuilder - Arena lavada para construcción profesional,saco (25 kg),2.5,Parquet,Alta,Compleja,Bajo,No,True,5.0,Sí,EUR
202,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera durable para construcción profesional,kg,143.37,Piedra Natural,Media,Media,Bajo,Sí,True,2867.4,Sí,EUR
203,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura uso profesional para construcción profesional,unidad,998.84,Parquet,Media,Fácil,Bajo,No,True,998.84,Sí,EUR
204,Ladrillos,ConstructTech Ladrillos,ConstructTech,ConstructTech - Ladrillos cara vista para construcción profesional,m²,545.27,Vinilo,Media,Fácil,Bajo,Sí,True,545.27,Sí,EUR
205,Cable eléctrico,MasterBuild Cable eléctrico,MasterBuild,MasterBuild - Cable eléctrico durable para construcción profesional,m²,979.48,Parquet,Alta,Media,Bajo,No,True,979.48,Sí,EUR
206,Pintura,MasterBuild Pintura,MasterBuild,MasterBuild - Pintura resistente para construcción profesional,litro,47.1,Cerámica,Media,Media,Medio,Sí,True,47.1,No,EUR
207,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura uso profesional para construcción profesional,unidad,724.89,Laminado,Media,Compleja,Bajo,No,True,724.89,No,EUR
208,Impermeabilizantes,Construmax Impermeabilizantes,Construmax,Construmax - Impermeabilizantes uso profesional para construcción profesional,kg,958.61,Mármol,Media,Fácil,Bajo,No,True,19172.2,Sí,EUR
209,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera resistente para construcción profesional,metro lineal,38.98,Cerámica,Alta,Compleja,Bajo,No,True,38.98,No,EUR
210,Madera,ProConstruct Madera,ProConstruct,ProConstruct - Madera durable para construcción profesional,litro,699.77,Piedra Natural,Media,Fácil,Bajo,Sí,True,699.77,No,EUR
211,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes alta calidad para construcción profesional,m²,751.84,Piedra Natural,Media,Media,Alto,Sí,True,751.84,No,EUR
212,Tornillos,BuildPro Tornillos,BuildPro,BuildPro - Tornillos uso profesional para construcción profesional,m²,507.31,Laminado,Baja,Fácil,Medio,Sí,True,507.31,Sí,EUR
213,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera resistente para construcción profesional,m²,697.88,Vinilo,Baja,Fácil,Medio,No,True,697.88,No,EUR
214,Clavos,ProConstruct Clavos,ProConstruct,ProConstruct - Clavos durable para construcción profesional,litro,549.72,Vinilo,Baja,Fácil,Bajo,No,True,549.72,Sí,EUR
215,Azulejos,MaxiMaterials Azulejos,MaxiMaterials,MaxiMaterials - Azulejos uso profesional para construcción profesional,metro lineal,392.19,Piedra Natural,Alta,Fácil,Bajo,No,True,392.19,No,EUR
216,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura uso profesional para construcción profesional,saco,261.14,Vinilo,Media,Fácil,Bajo,Sí,True,130.57,Sí,EUR
217,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera uso profesional para construcción profesional,metro lineal,864.39,Parquet,Baja,Fácil,Bajo,No,True,864.39,Sí,EUR
218,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes uso profesional para construcción profesional,m³,160.55,Piedra Natural,Media,Media,Bajo,Sí,True,160.55,Sí,EUR
219,Clavos,ConstructTech Clavos,ConstructTech,ConstructTech - Clavos durable para construcción profesional,kg,73.05,Parquet,Alta,Media,Alto,No,True,1461.0,Sí,EUR
220,Impermeabilizantes,MaxiMaterials Impermeabilizantes,MaxiMaterials,MaxiMaterials - Impermeabilizantes uso profesional para construcción profesional,saco,248.65,Piedra Natural,Baja,Compleja,Alto,Sí,True,124.32,No,EUR
221,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,metro lineal,789.68,Piedra Natural,Alta,Fácil,Bajo,No,True,789.68,Sí,EUR
222,Madera,HomeQuality Madera,HomeQuality,HomeQuality - Madera alta calidad para construcción profesional,unidad,441.88,Cerámica,Baja,Fácil,Alto,No,True,441.88,No,EUR
223,Madera,BuildPro Madera,BuildPro,BuildPro - Madera uso profesional para construcción profesional,metro lineal,546.68,Cerámica,Media,Fácil,Alto,Sí,True,546.68,Sí,EUR
224,Tubería,Construmax Tubería,Construmax,Construmax - Tubería uso profesional para construcción profesional,metro lineal,228.06,Mármol,Media,Fácil,Alto,Sí,True,228.06,Sí,EUR
225,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes alta calidad para construcción profesional,saco,223.53,Mármol,Alta,Compleja,Bajo,Sí,True,111.76,No,EUR
226,Varillas,Construmax Varillas,Construmax,Construmax - Varillas durable para construcción profesional,m²,956.23,Parquet,Media,Fácil,Medio,Sí,True,956.23,No,EUR
227,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques estructural para construcción profesional,m²,171.15,Cerámica,Media,Compleja,Medio,No,True,171.15,Sí,EUR
228,Selladores,ConstructTech Selladores,ConstructTech,ConstructTech - Selladores durable para construcción profesional,litro,864.24,Parquet,Alta,Media,Bajo,No,True,864.24,No,EUR
229,Bloques,HomeQuality Bloques,HomeQuality,HomeQuality - Bloques ligero para construcción profesional,m³,934.17,Cerámica,Alta,Media,Medio,No,True,934.17,Sí,EUR
230,Azulejos,HomeQuality Azulejos,HomeQuality,HomeQuality - Azulejos alta calidad para construcción profesional,unidad,910.23,Vinilo,Baja,Media,Bajo,No,True,910.23,Sí,EUR
231,Grava,HomeBuilder Grava,HomeBuilder,HomeBuilder - Grava triturada para construcción profesional,saco (25 kg),2.8,Vinilo,Alta,Fácil,Bajo,Sí,True,5.6,Sí,EUR
232,Impermeabilizantes,HomeBuilder Impermeabilizantes,HomeBuilder,HomeBuilder - Impermeabilizantes durable para construcción profesional,m³,154.69,Vinilo,Media,Fácil,Bajo,Sí,True,154.69,Sí,EUR
233,Arena,MasterBuild Arena,MasterBuild,MasterBuild - Arena lavada para construcción profesional,saco (25 kg),2.5,Cerámica,Media,Fácil,Bajo,Sí,True,5.0,No,EUR
234,Madera,HomeQuality Madera,HomeQuality,HomeQuality - Madera durable para construcción profesional,unidad,17.21,Laminado,Baja,Media,Medio,Sí,True,17.21,No,EUR
235,Tornillos,HomeQuality Tornillos,HomeQuality,HomeQuality - Tornillos resistente para construcción profesional,saco,713.78,Piedra Natural,Alta,Media,Bajo,No,True,356.89,No,EUR
236,Cemento,MasterBuild Cemento,MasterBuild,MasterBuild - Cemento para interiores para construcción profesional,saco (25 kg),4.5,Laminado,Baja,Media,Alto,No,True,9.0,Sí,EUR
237,Arena,BuildPro Arena,BuildPro,BuildPro - Arena gruesa para construcción profesional,saco (25 kg),2.5,Laminado,Media,Compleja,Medio,Sí,True,5.0,Sí,EUR
238,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura uso profesional para construcción profesional,metro lineal,794.81,Vinilo,Alta,Fácil,Bajo,Sí,True,794.81,No,EUR
239,Selladores,Construmax Selladores,Construmax,Construmax - Selladores durable para construcción profesional,litro,903.9,Vinilo,Media,Compleja,Bajo,Sí,True,903.9,Sí,EUR
240,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento uso general para construcción profesional,saco (25 kg),4.5,Parquet,Media,Compleja,Medio,No,True,9.0,No,EUR
241,Cable eléctrico,HomeQuality Cable eléctrico,HomeQuality,HomeQuality - Cable eléctrico uso profesional para construcción profesional,m²,576.49,Mármol,Alta,Media,Medio,No,True,576.49,Sí,EUR
242,Grava,EliteTools Grava,EliteTools,"EliteTools - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Cerámica,Baja,Media,Bajo,No,True,5.6,No,EUR
243,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería durable para construcción profesional,rollo,876.06,Parquet,Media,Media,Bajo,No,True,876.06,Sí,EUR
244,Pintura,HomeQuality Pintura,HomeQuality,HomeQuality - Pintura alta calidad para construcción profesional,m³,725.6,Mármol,Alta,Media,Medio,Sí,True,725.6,Sí,EUR
245,Pintura,HomeBuilder Pintura,HomeBuilder,HomeBuilder - Pintura resistente para construcción profesional,unidad,106.49,Cerámica,Media,Compleja,Bajo,Sí,True,106.49,No,EUR
246,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos resistente para construcción profesional,unidad,79.11,Mármol,Baja,Compleja,Alto,Sí,True,79.11,Sí,EUR
247,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería alta calidad para construcción profesional,unidad,509.23,Vinilo,Alta,Media,Alto,No,True,509.23,Sí,EUR
248,Clavos,EliteTools Clavos,EliteTools,EliteTools - Clavos alta calidad para construcción profesional,rollo,579.01,Laminado,Baja,Media,Medio,No,True,579.01,Sí,EUR
249,Cable eléctrico,HomeBuilder Cable eléctrico,HomeBuilder,HomeBuilder - Cable eléctrico alta calidad para construcción profesional,m³,223.1,Vinilo,Alta,Fácil,Bajo,Sí,True,223.1,Sí,EUR
250,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos uso profesional para construcción profesional,kg,759.22,Vinilo,Alta,Fácil,Alto,No,True,15184.4,Sí,EUR
251,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,litro,445.93,Laminado,Alta,Fácil,Medio,Sí,True,445.93,Sí,EUR
252,Pintura,BuildPro Pintura,BuildPro,BuildPro - Pintura durable para construcción profesional,m²,635.95,Parquet,Baja,Media,Medio,Sí,True,635.95,Sí,EUR
253,Cable eléctrico,ConstructTech Cable eléctrico,ConstructTech,ConstructTech - Cable eléctrico resistente para construcción profesional,rollo,831.55,Laminado,Baja,Compleja,Alto,Sí,True,831.55,No,EUR
254,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Mármol,Media,Fácil,Bajo,Sí,True,9.0,No,EUR
255,Cable eléctrico,BuildMaster Cable eléctrico,BuildMaster,BuildMaster - Cable eléctrico alta calidad para construcción profesional,m²,497.94,Vinilo,Media,Compleja,Alto,Sí,True,497.94,Sí,EUR
256,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,metro lineal,556.71,Parquet,Media,Media,Medio,No,True,556.71,Sí,EUR
257,Madera,MasterBuild Madera,MasterBuild,MasterBuild - Madera resistente para construcción profesional,saco,21.79,Piedra Natural,Media,Media,Bajo,Sí,True,10.9,Sí,EUR
258,Bloques,EliteTools Bloques,EliteTools,EliteTools - Bloques divisorio para construcción profesional,litro,225.86,Mármol,Media,Media,Bajo,No,True,225.86,Sí,EUR
259,Impermeabilizantes,HomeQuality Impermeabilizantes,HomeQuality,HomeQuality - Impermeabilizantes alta calidad para construcción profesional,saco,193.89,Vinilo,Baja,Compleja,Alto,No,True,96.94,Sí,EUR
260,Cemento,EliteTools Cemento,EliteTools,EliteTools - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Mármol,Baja,Media,Bajo,No,True,9.0,Sí,EUR
261,Arena,HomeBuilder Arena,HomeBuilder,HomeBuilder - Arena para mortero para construcción profesional,saco (25 kg),2.5,Laminado,Alta,Media,Bajo,No,True,5.0,Sí,EUR
262,Grava,Construmax Grava,Construmax,Construmax - Grava triturada para construcción profesional,saco (25 kg),2.8,Laminado,Alta,Compleja,Bajo,No,True,5.6,No,EUR
263,Ladrillos,BuildPro Ladrillos,BuildPro,BuildPro - Ladrillos macizo para construcción profesional,unidad,869.23,Cerámica,Media,Media,Alto,Sí,True,869.23,Sí,EUR
264,Tornillos,BuildPro Tornillos,BuildPro,BuildPro - Tornillos alta calidad para construcción profesional,m²,777.97,Mármol,Alta,Compleja,Medio,Sí,True,777.97,No,EUR
265,Arena,HomeBuilder Arena,HomeBuilder,HomeBuilder - Arena fina para construcción profesional,saco (25 kg),2.5,Mármol,Alta,Compleja,Alto,No,True,5.0,Sí,EUR
266,Madera,ProConstruct Madera,ProConstruct,ProConstruct - Madera durable para construcción profesional,litro,623.33,Laminado,Baja,Media,Bajo,No,True,623.33,No,EUR
267,Ladrillos,EliteTools Ladrillos,EliteTools,EliteTools - Ladrillos macizo para construcción profesional,unidad,252.11,Parquet,Media,Media,Alto,Sí,True,252.11,No,EUR
268,Clavos,HomeQuality Clavos,HomeQuality,HomeQuality - Clavos durable para construcción profesional,metro lineal,236.27,Cerámica,Baja,Compleja,Bajo,No,True,236.27,No,EUR
269,Cemento,Construmax Cemento,Construmax,Construmax - Cemento uso general para construcción profesional,saco (25 kg),4.5,Cerámica,Baja,Fácil,Medio,No,True,9.0,No,EUR
270,Bloques,Construmax Bloques,Construmax,Construmax - Bloques divisorio para construcción profesional,rollo,70.29,Parquet,Media,Compleja,Alto,No,True,70.29,Sí,EUR
271,Ladrillos,ConstructTech Ladrillos,ConstructTech,ConstructTech - Ladrillos macizo para construcción profesional,unidad,680.08,Cerámica,Baja,Media,Alto,Sí,True,680.08,No,EUR
272,Cemento,ConstructTech Cemento,ConstructTech,ConstructTech - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Vinilo,Baja,Compleja,Medio,No,True,9.0,No,EUR
273,Grava,EliteTools Grava,EliteTools,EliteTools - Grava triturada para construcción profesional,saco (25 kg),2.8,Cerámica,Alta,Media,Alto,No,True,5.6,Sí,EUR
274,Pintura,EliteTools Pintura,EliteTools,EliteTools - Pintura durable para construcción profesional,saco,756.68,Mármol,Media,Fácil,Alto,Sí,True,378.34,Sí,EUR
275,Bloques,BuildPro Bloques,BuildPro,BuildPro - Bloques estructural para construcción profesional,metro lineal,498.36,Laminado,Baja,Compleja,Alto,No,True,498.36,No,EUR
276,Cable eléctrico,ProConstruct Cable eléctrico,ProConstruct,ProConstruct - Cable eléctrico durable para construcción profesional,unidad,294.06,Piedra Natural,Alta,Media,Alto,Sí,True,294.06,Sí,EUR
277,Tornillos,MasterBuild Tornillos,MasterBuild,MasterBuild - Tornillos durable para construcción profesional,unidad,328.21,Vinilo,Alta,Fácil,Medio,Sí,True,328.21,No,EUR
278,Tubería,MasterBuild Tubería,MasterBuild,MasterBuild - Tubería resistente para construcción profesional,m³,728.77,Vinilo,Alta,Fácil,Bajo,No,True,728.77,No,EUR
279,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento secado rápido para construcción profesional,saco (25 kg),4.5,Mármol,Media,Media,Alto,No,True,9.0,Sí,EUR
280,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas alta calidad para construcción profesional,saco,205.83,Parquet,Media,Media,Medio,Sí,True,102.92,Sí,EUR
281,Tornillos,MaxiMaterials Tornillos,MaxiMaterials,MaxiMaterials - Tornillos alta calidad para construcción profesional,saco,725.79,Cerámica,Baja,Media,Medio,No,True,362.9,Sí,EUR
282,Varillas,ProConstruct Varillas,ProConstruct,ProConstruct - Varillas resistente para construcción profesional,saco,100.86,Parquet,Baja,Compleja,Medio,Sí,True,50.43,No,EUR
283,Pintura,MasterBuild Pintura,MasterBuild,MasterBuild - Pintura alta calidad para construcción profesional,saco,537.28,Cerámica,Media,Fácil,Medio,Sí,True,268.64,No,EUR
284,Tornillos,ConstructTech Tornillos,ConstructTech,ConstructTech - Tornillos durable para construcción profesional,rollo,280.62,Parquet,Baja,Fácil,Medio,Sí,True,280.62,No,EUR
285,Bloques,MasterBuild Bloques,MasterBuild,MasterBuild - Bloques divisorio para construcción profesional,m²,299.68,Piedra Natural,Media,Media,Medio,No,True,299.68,Sí,EUR
286,Tubería,ConstructTech Tubería,ConstructTech,ConstructTech - Tubería uso profesional para construcción profesional,rollo,328.43,Mármol,Media,Compleja,Medio,No,True,328.43,Sí,EUR
287,Selladores,BuildMaster Selladores,BuildMaster,BuildMaster - Selladores alta calidad para construcción profesional,saco,281.51,Laminado,Media,Compleja,Bajo,Sí,True,140.76,No,EUR
288,Pintura,MaxiMaterials Pintura,MaxiMaterials,MaxiMaterials - Pintura durable para construcción profesional,m³,34.54,Piedra Natural,Media,Fácil,Medio,No,True,34.54,Sí,EUR
289,Pintura,ConstructTech Pintura,ConstructTech,ConstructTech - Pintura alta calidad para construcción profesional,saco,369.86,Vinilo,Media,Media,Medio,No,True,184.93,No,EUR
290,Azulejos,ConstructTech Azulejos,ConstructTech,ConstructTech - Azulejos uso profesional para construcción profesional,rollo,68.84,Cerámica,Baja,Media,Medio,Sí,True,68.84,Sí,EUR
291,Cemento,ProConstruct Cemento,ProConstruct,ProConstruct - Cemento para exteriores para construcción profesional,saco (25 kg),4.5,Mármol,Baja,Media,Alto,No,True,9.0,No,EUR
292,Azulejos,BuildMaster Azulejos,BuildMaster,BuildMaster - Azulejos durable para construcción profesional,metro lineal,26.44,Cerámica,Media,Media,Alto,No,True,26.44,Sí,EUR
293,Arena,ConstructTech Arena,ConstructTech,ConstructTech - Arena para mortero para construcción profesional,saco (25 kg),2.5,Parquet,Alta,Fácil,Bajo,No,True,5.0,Sí,EUR
294,Cable eléctrico,Construmax Cable eléctrico,Construmax,Construmax - Cable eléctrico resistente para construcción profesional,m³,765.26,Vinilo,Baja,Compleja,Alto,No,True,765.26,Sí,EUR
295,Selladores,BuildMaster Selladores,BuildMaster,BuildMaster - Selladores uso profesional para construcción profesional,m²,860.81,Cerámica,Alta,Fácil,Alto,Sí,True,860.81,Sí,EUR
296,Impermeabilizantes,MaxiMaterials Impermeabilizantes,MaxiMaterials,MaxiMaterials - Impermeabilizantes alta calidad para construcción profesional,saco,479.55,Piedra Natural,Baja,Media,Alto,No,True,239.78,Sí,EUR
297,Selladores,MasterBuild Selladores,MasterBuild,MasterBuild - Selladores uso profesional para construcción profesional,kg,500.75,Parquet,Baja,Compleja,Bajo,No,True,10015.0,No,EUR
298,Grava,ConstructTech Grava,ConstructTech,"ConstructTech - Grava 3/4"" para construcción profesional",saco (25 kg),2.8,Piedra Natural,Baja,Fácil,Alto,No,True,5.6,Sí,EUR
299,Selladores,ProConstruct Selladores,ProConstruct,ProConstruct - Selladores alta calidad para construcción profesional,m³,693.24,Piedra Natural,Alta,Fácil,Alto,Sí,True,693.24,Sí,EUR
300,Madera,ConstructTech Madera,ConstructTech,ConstructTech - Madera resistente para construcción profesional,unidad,200.41,Parquet,Baja,Compleja,Bajo,No,True,200.41,Sí,EUR
301,Azulejos,HomeBuilder Azulejos,HomeBuilder,HomeBuilder - Azulejos resistente para construcción profesional,m²,780.25,Laminado,Alta,Compleja,Bajo,No,True,780.25,Sí,EUR
302,Varillas,MasterBuild Varillas,MasterBuild,MasterBuild - Varillas alta calidad para construcción profesional,rollo,368.73,Piedra Natural,Alta,Compleja,Medio,Sí,True,368.73,No,EUR
303,Madera,BuildPro Madera,BuildPro,BuildPro - Madera resistente para construcción profesional,rollo,834.98,Piedra Natural,Media,Fácil,Alto,Sí,True,834.98,Sí,EUR
304,Cable eléctrico,BuildPro Cable eléctrico,BuildPro,BuildPro - Cable eléctrico resistente para construcción profesional,litro,372.73,Parquet,Alta,Media,Bajo,Sí,True,372.73,Sí,EUR
305,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería uso profesional para construcción profesional,saco,104.18,Cerámica,Alta,Fácil,Medio,No,True,52.09,Sí,EUR
306,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos hueco para construcción profesional,kg,639.69,Mármol,Media,Compleja,Bajo,No,True,12793.8,Sí,EUR
307,Grava,HomeQuality Grava,HomeQuality,HomeQuality - Grava triturada para construcción profesional,saco (25 kg),2.8,Cerámica,Baja,Compleja,Bajo,No,True,5.6,Sí,EUR
308,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes uso profesional para construcción profesional,rollo,113.94,Mármol,Alta,Media,Bajo,Sí,True,113.94,Sí,EUR
309,Ladrillos,HomeBuilder Ladrillos,HomeBuilder,HomeBuilder - Ladrillos refractario para construcción profesional,unidad,722.52,Cerámica,Baja,Compleja,Medio,No,True,722.52,No,EUR
310,Grava,Construmax Grava,Construmax,Construmax - Grava clasificada para construcción profesional,saco (25 kg),2.8,Parquet,Baja,Media,Medio,Sí,True,5.6,No,EUR
311,Azulejos,MasterBuild Azulejos,MasterBuild,MasterBuild - Azulejos uso profesional para construcción profesional,litro,399.95,Parquet,Media,Media,Bajo,Sí,True,399.95,Sí,EUR
312,Grava,HomeQuality Grava,HomeQuality,"HomeQuality - Grava 1/2"" para construcción profesional",saco (25 kg),2.8,Mármol,Alta,Compleja,Medio,No,True,5.6,No,EUR
313,Tornillos,BuildMaster Tornillos,BuildMaster,BuildMaster - Tornillos durable para construcción profesional,rollo,110.22,Mármol,Alta,Media,Alto,Sí,True,110.22,Sí,EUR
314,Arena,Construmax Arena,Construmax,Construmax - Arena fina para construcción profesional,saco (25 kg),2.5,Mármol,Media,Fácil,Alto,Sí,True,5.0,No,EUR
315,Tubería,MaxiMaterials Tubería,MaxiMaterials,MaxiMaterials - Tubería durable para construcción profesional,saco,497.02,Parquet,Baja,Media,Medio,No,True,248.51,No,EUR
316,Tornillos,EliteTools Tornillos,EliteTools,EliteTools - Tornillos durable para construcción profesional,kg,562.18,Laminado,Alta,Fácil,Medio,Sí,True,11243.6,No,EUR
317,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena fina para construcción profesional,saco (25 kg),2.5,Laminado,Baja,Media,Medio,No,True,5.0,No,EUR
318,Tubería,EliteTools Tubería,EliteTools,EliteTools - Tubería resistente para construcción profesional,litro,186.31,Parquet,Baja,Compleja,Alto,No,True,186.31,Sí,EUR
319,Selladores,Construmax Selladores,Construmax,Construmax - Selladores resistente para construcción profesional,rollo,645.78,Piedra Natural,Media,Fácil,Alto,Sí,True,645.78,No,EUR
320,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos refractario para construcción profesional,m²,114.61,Parquet,Baja,Fácil,Alto,No,True,114.61,No,EUR
321,Pintura,BuildMaster Pintura,BuildMaster,BuildMaster - Pintura uso profesional para construcción profesional,m³,208.89,Laminado,Alta,Fácil,Bajo,No,True,208.89,No,EUR
322,Madera,MaxiMaterials Madera,MaxiMaterials,MaxiMaterials - Madera alta calidad para construcción profesional,unidad,746.66,Parquet,Media,Compleja,Bajo,No,True,746.66,No,EUR
323,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos cara vista para construcción profesional,kg,276.49,Parquet,Media,Compleja,Medio,Sí,True,5529.8,No,EUR
324,Tornillos,ProConstruct Tornillos,ProConstruct,ProConstruct - Tornillos uso profesional para construcción profesional,rollo,763.32,Parquet,Media,Fácil,Bajo,Sí,True,763.32,No,EUR
325,Azulejos,EliteTools Azulejos,EliteTools,EliteTools - Azulejos uso profesional para construcción profesional,m²,420.49,Cerámica,Media,Compleja,Medio,No,True,420.49,No,EUR
326,Cable eléctrico,EliteTools Cable eléctrico,EliteTools,EliteTools - Cable eléctrico resistente para construcción profesional,m²,444.79,Laminado,Alta,Compleja,Medio,No,True,444.79,No,EUR
327,Tubería,ConstructTech Tubería,ConstructTech,ConstructTech - Tubería alta calidad para construcción profesional,m²,781.36,Piedra Natural,Baja,Media,Alto,Sí,True,781.36,Sí,EUR
328,Grava,Construmax Grava,Construmax,Construmax - Grava triturada para construcción profesional,saco (25 kg),2.8,Mármol,Media,Media,Bajo,Sí,True,5.6,Sí,EUR
329,Cemento,BuildPro Cemento,BuildPro,BuildPro - Cemento uso general para construcción profesional,saco (25 kg),4.5,Vinilo,Media,Compleja,Medio,Sí,True,9.0,Sí,EUR
330,Arena,Construmax Arena,Construmax,Construmax - Arena lavada para construcción profesional,saco (25 kg),2.5,Vinilo,Baja,Compleja,Medio,No,True,5.0,Sí,EUR
331,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos uso profesional para construcción profesional,unidad,592.74,Laminado,Alta,Media,Medio,No,True,592.74,Sí,EUR
332,Impermeabilizantes,BuildMaster Impermeabilizantes,BuildMaster,BuildMaster - Impermeabilizantes alta calidad para construcción profesional,unidad,503.9,Laminado,Alta,Fácil,Alto,No,True,503.9,No,EUR
333,Ladrillos,ProConstruct Ladrillos,ProConstruct,ProConstruct - Ladrillos macizo para construcción profesional,m³,258.47,Parquet,Alta,Compleja,Medio,No,True,258.47,No,EUR
334,Ladrillos,MaxiMaterials Ladrillos,MaxiMaterials,MaxiMaterials - Ladrillos macizo para construcción profesional,kg,118.41,Vinilo,Baja,Media,Medio,No,True,2368.2,No,EUR
335,Clavos,HomeBuilder Clavos,HomeBuilder,HomeBuilder - Clavos uso profesional para construcción profesional,m³,98.55,Laminado,Media,Fácil,Alto,Sí,True,98.55,Sí,EUR
336,Ladrillos,ConstructTech Ladrillos,ConstructTech,ConstructTech - Ladrillos macizo para construcción profesional,rollo,838.48,Piedra Natural,Baja,Compleja,Medio,No,True,838.48,Sí,EUR
337,Arena,MaxiMaterials Arena,MaxiMaterials,MaxiMaterials - Arena gruesa para construcción profesional,saco (25 kg),2.5,Piedra Natural,Alta,Compleja,Medio,No,True,5.0,No,EUR
338,Impermeabilizantes,BuildPro Impermeabilizantes,BuildPro,BuildPro - Impermeabilizantes durable para construcción profesional,kg,97.39,Piedra Natural,Alta,Media,Alto,No,True,1947.8,No,EUR
339,Grava,BuildMaster Grava,BuildMaster,BuildMaster - Grava triturada para construcción profesional,saco (25 kg),2.8,Vinilo,Baja,Media,Medio,No,True,5.6,No,EUR
340,Madera,BuildMaster Madera,BuildMaster,BuildMaster - Madera alta calidad para construcción profesional,m²,278.2,Parquet,Media,Compleja,Bajo,Sí,True,278.2,Sí,EUR
341,Varillas,ConstructTech Varillas,ConstructTech,ConstructTech - Varillas uso profesional para construcción profesional,kg,888.95,Vinilo,Alta,Media,Alto,No,True,17779.0,Sí,EUR
342,Pintura,MaxiMaterials Pintura,MaxiMaterials,MaxiMaterials - Pintura durable para construcción profesional,m²,626.85,Mármol,Alta,Fácil,Medio,Sí,True,626.85,Sí,EUR
343,Tornillos,ProConstruct Tornillos,ProConstruct,ProConstruct - Tornillos uso profesional para construcción profesional,m³,919.58,Laminado,Media,Compleja,Bajo,Sí,True,919.58,Sí,EUR
344,Madera,HomeBuilder Madera,HomeBuilder,HomeBuilder - Madera uso profesional para construcción profesional,litro,398.36,Cerámica,Alta,Compleja,Alto,No,True,398.36,Sí,EUR
345,Varillas,MaxiMaterials Varillas,MaxiMaterials,MaxiMaterials - Varillas resistente para construcción profesional,saco,501.99,Piedra Natural,Media,Media,Alto,No,True,251.0,Sí,EUR
346,Madera,EliteTools Madera,EliteTools,EliteTools - Madera durable para construcción profesional,unidad,581.75,Vinilo,Baja,Media,Medio,No,True,581.75,No,EUR
